user_id,source_event_id,split_name,timestamp,positive_item_id,candidate_item_id,candidate_title,candidate_popularity_group,label,num_candidates,base_rank,base_relevance,wins,losses,comparisons,comparison_weight_sum,pairwise_score,prior_score,final_score,uncertainty,uncertainty_confidence,matched_uncertainty,aggregation_variant,prior_weight,loss_weight,score_scale,pairwise_pair_count,pairwise_pair_coverage_rate,pairwise_supported_candidate_fraction,pairwise_avg_reliability_weight,pairwise_parse_success_rate,pairwise_accuracy,event_uncertainty_coverage_rate,uncertainty_source,pairwise_rank
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B08532CNY7,Feather Headbands Hippie Dreamcatcher Head Chains Boho Tribal Feather Headpiece Peacock Feather Hair Band Hair Accessories (E),mid,0,6,2,0.8333333333333334,0.91666666665,0.0,1,0.91666666665,0.91666666665,0.16666666666666669,1.0833333333166666,0.1666666667,0.8333333333,True,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.91666666665,1.0,0.0,1.0,pointwise_calibrated,1
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B0815TNMTL,"Headbands Hair Bands Wraps for Women, Boho Floal Style Criss Cross for Sports Yoga Running Hiking Beauty Makeup Party Daily Decoration - 8 Pack",tail,0,6,1,1.0,0.0,0.0,0,0.0,0.0,0.2,0.2,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.91666666665,1.0,0.0,1.0,pointwise_calibrated,2
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B08CXWTK1G,Women's Pleated Scarves Pashmina Shawl Wraps for Wedding Bride Bridesmaid Gifts (Black),tail,0,6,4,0.5,0.0,0.0,0,0.0,0.0,0.1,0.1,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.91666666665,1.0,0.0,1.0,pointwise_calibrated,3
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B08F4CGWBG,"Body Wipes Women after Gym, 10 Camping Wipes Individually Wrapped, Personal Body Wipes Adults, Bathing Wipes Adults, Hand Body Cleansing Wipes, Body Shower Wipes Adults no Rinse, Bath Wipes",tail,0,6,5,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.06666666666666667,0.06666666666666667,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.91666666665,1.0,0.0,1.0,pointwise_calibrated,4
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B0876L7BWM,"10Pack 2oz Plastic Empty Spray Bottle, Mostof Fine Mist Small Clear Travel Plastic Bottles Container with Funnels Labels",mid,0,6,6,0.16666666666666666,0.0,0.0,0,0.0,0.0,0.03333333333333333,0.03333333333333333,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.91666666665,1.0,0.0,1.0,pointwise_calibrated,5
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B00DT4757A,"Fleece Ear Warmers Headband for Men & Women, Thermal Polar Ear Muffs Warmers Keep You Warm and Cozy for Daily Wear, Sports, Running, Skiing and More",mid,1,6,3,0.6666666666666666,0.0,0.91666666665,1,0.91666666665,-0.91666666665,0.13333333333333333,-0.7833333333166667,0.0,1.0,True,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.91666666665,1.0,0.0,1.0,pointwise_calibrated,6
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B09KT4RJG6,"Simply Dana Rivitastore Neck Firming Cream — Skin Firming Cream for Tightening Neck, Jawline, and Chest, Collagen Peptides, and Squalane Cream for Wrinkles, Sagging, and Dryness",tail,0,6,4,0.5,0.5392156862999999,0.0,1,0.5392156862999999,0.5392156862999999,0.1,0.6392156862999999,0.5882352941,0.4117647059,True,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.5392156862999999,1.0,0.0,1.0,pointwise_calibrated,1
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B09DQV8MK7,"Foam Hypoallergenic Moisturizing Makeup Remover | Ez FRESH BODY | Micellar Water Non Comedogenic and Hydrating Hand Sanitizer Perfect for Gentle Skin (Unscented, Body, 150 ml)",tail,0,6,1,1.0,0.0,0.0,0,0.0,0.0,0.2,0.2,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.5392156862999999,1.0,0.0,1.0,pointwise_calibrated,2
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B092Z6B3GR,"Fiber Lash Mascara 2pcs Waterproof Dense Extra High Lash Blast Voluminous Lengthening Mascara Black, 0.54 Fl Oz",tail,0,6,2,0.8333333333333334,0.0,0.0,0,0.0,0.0,0.16666666666666669,0.16666666666666669,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.5392156862999999,1.0,0.0,1.0,pointwise_calibrated,3
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B00ZPQB9RW,"Gio Naturals Organic Moroccan Argan Oil, 4 oz - 100% Pure and USDA Certified for Face, Hair, Skin and Nails",tail,0,6,3,0.6666666666666666,0.0,0.0,0,0.0,0.0,0.13333333333333333,0.13333333333333333,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.5392156862999999,1.0,0.0,1.0,pointwise_calibrated,4
