case_type,user_id,candidate_item_id,label,raw_confidence,repaired_confidence,positive_evidence,negative_evidence,abs_evidence_margin,ambiguity,missing_information,evidence_risk,old_rank,new_rank,rank_delta,candidate_title_or_text,reason
promoted,AE3335XF4PMHSXKTW5B7N7EALG3Q,B08DXCVRNY,1,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"COSMOCOS FromNature Perfect Cover BB Cream - Light Beighe/Natural Beige SPF 50+ / PA+++ Sun Protection, Natural Skin Tone, High Coverage Korean Cosmetic K Beauty - 50g (1.76 fl oz)","The user's only interaction is with a mascara, which is an eye makeup product, while the candidate is a face BB cream, and no shared category or brand affinity is evident."
promoted,AE6PSXRFBXPR4AHQKR2TQC56EKKQ,B08DK74M1P,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"Busy Co. Biodegradable Hydrating Hand Wipes, With Collagen and Peptides to Smooth and Improve Elasticity, 15 Individually Wrapped Wipes (Refresh Line - Fresh Citrus)","The user's only interaction is a baby bath oil, while the candidate is adult hand wipes with collagen and peptides, showing a mismatch in product category and intended use."
promoted,AEEVXEJYV4A5CPDDHK63IRSDTPOQ,B08LCTLZHZ,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"9 Pieces Waterproof Shower Cap,Dot Plastic Shower Caps Waterproof Reusable Large Elastic Bath Hair Cap,Beauty Salon Spa Shower Caps Lace Elastic Band Printed Hat Protection Hair Ba","The user interacted with an epilator, which is for hair removal, while the candidate is a shower cap for protecting hair, showing a mismatch in product purpose."
promoted,AEGEF2JC2Z36MA3YIL7FX7EQZAWQ,B08P2DZB4X,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,NIRA Skincare Laser & Serum Bundle - Includes Anti-Aging Laser & Hyaluronic Acid Serum - Reduces Appearance of Fine Lines & Wrinkles - FDA Cleared,"The user interacted with a hair styling tool, while the candidate is a skincare laser device, indicating a different product category and likely different user need."
promoted,AELZIKZNMROP2SMO5XXVB4V36RJA,B09PL113ZV,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"Magnetic Eyelashes with Eyeliner Kit, SOTICA 10Pairs Magnetic Lashes Natural False Eyelashes with Tweezers DIY Eyelash Extension Kit Authentic Eyelash Extension Look Easy to Use No","The user's only interaction is with nail polish, which is a different beauty category than magnetic eyelashes, with no clear overlap in user intent or style."
promoted,AEQRBINSYMJHW5WHVIVA3UWS3EEA,B08K7QW1QS,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,Makeup Headband 4 Pack Bow Hair Band Women Cat Ears Facial Spa Headband Soft Carol Fleece Hair Stuff Hairlace Party Favors Skincare Headbands for Girls Washing Face Shower Mask (Bl,"The user's only interaction is with a teeth whitening pen, which does not indicate interest in skincare or spa headbands, and no other user preferences are known."
promoted,AEUTP43M6C7G7PADPODX2QFPDWQA,B0BP67SKBN,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"3 PCS Bracelet Hair Ties With Black Elastic, Hair Ties Bracelet for Women, Looks Awesome On Your Wrist and Great In Your Hair","The user's only interaction is a headband for face masks, which does not clearly indicate interest in bracelet hair ties, and there is insufficient overlap in category or use case."
promoted,AEVEXKKEIOEM5OH3XGSVMUR3VGBQ,B08GFJ31JG,1,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"LUVCIRCUS 001 Professional Hair Brush-This luxury boar and nylon bristle hair brush is a meticulously crafted premium, flat hair brush. An exceptional hairbrush for women who love ","The user's only known interaction is with a makeup organizer, which does not indicate interest in hair brushes, and no shared category or attribute links the two items."
promoted,AEVFWS7JFEKHYDZKH4SI5YDSNGJQ_1,B08C37KWRR,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"1513 by LA LA LEAF - All Natural Facial Cream, 750mg Quick Absorbing Hemp Moisturizer with Rosehip, Carrot Seed and Provitamin B5 - Smooths Wrinkles for Firm Glowing Skin - Paraben","The user's only interaction is with a hair care product, while the candidate is a facial cream with no clear topical or functional overlap."
promoted,AEZ3OUCILLSJMNOQP252B3HAD26A,B081632HX6,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"Livordo Moroccan Argan Oil Essential Organic Cold Pressed Skin Moisturizer Rich in Vitamin E Powerful Antioxidants For Skin, Hair, Body, and Face 4 Oz","The user's only interaction is with a hand sanitizer set, which does not imply interest in argan oil skin moisturizer, and no shared category or brand connection is evident."
promoted,AFCZNTZ6CCIH5FPE4CEDBFI4KL4Q,B07SLFWZKN,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,Keratin Secrets Do It Yourself Home Keratin System,"The user bought a wig, which is a hair styling product, but the candidate is a keratin treatment system with a different purpose and no clear overlap in user intent."
promoted,AFLBMDZDIPCHMWWA7CXQXITPBJKA,B08DK74M1P,0,0.4,0.8516057586,0.2,0.6000000000000001,0.4,0.30000000000000004,0.5,0.4666666666666666,6,1,5,"Busy Co. Biodegradable Hydrating Hand Wipes, With Collagen and Peptides to Smooth and Improve Elasticity, 15 Individually Wrapped Wipes (Refresh Line - Fresh Citrus)","The user's past interaction is with reusable travel bottles, not disposable wipes, and there is no clear overlap in use case or category."
demoted,AGWP5SUKOM7MA55NKIYI7RR2OMPQ,B0190K63GA,0,0.30000000000000004,0.870923913,0.2,0.6000000000000001,0.4,0.5,0.7000000000000001,0.6000000000000001,1,6,-5,"Best Anti-bacterial Body Wash : Tea Tree Oil, Argan Oil and Coconut Oil 3-in-1 Formula By Keeva. 100% Natural Ingredients Are Perfect for Moisturizing Dry, Sensitive Skin, & Fighti","The user's only interaction is with a makeup brush set, which is unrelated to body wash, and there is no evidence of interest in skincare or body care products."
demoted,AELZIKZNMROP2SMO5XXVB4V36RJA,B01N95D8Q9,0,0.30000000000000004,0.8765880218000001,0.1,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6,1,6,-5,"LA MAXIME chemical free, natural organic vegan best body oil after shower for glowing skin, anti-aging with vitamins A C E for wrinkle repair & soothing hydrating body oil for extr","The user's only interaction is with a nail gel polish, which is a cosmetic nail product, while the candidate is a body oil for skin care, with no clear topical or functional overlap."
demoted,AFCUX2OVM6XNN3S3WM55NU3MZPHQ,B09JNRPRKT,0,0.30000000000000004,0.8765880218000001,0.1,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.5666666666666668,1,6,-5,"Multi-Purpose Electric Massage Gel & Oil Warmer, Wax Melter, Includes Aluminum Warming Pot (16.9 fl oz), Knob Dial To Adjust Temperature (95F to 257F), With LCD Screen","The user's history shows makeup and hair styling tools, while the candidate is a massage oil warmer with no clear thematic or functional overlap."
demoted,AGVTQ5KZKO7BZXT3SEJVGXWFPYXQ,B088GWCVVJ,0,0.30000000000000004,0.870923913,0.2,0.7000000000000001,0.5,0.5,0.6000000000000001,0.5333333333333333,1,6,-5,"Easydew Daily Double Hydra Cream 2.02 fl oz - Moisturizing Cream with EGF & Serine of NMFHydrating, Soothing, Anti-Aging EGF, Serine - N.M.F(Natural Moisturizing Factors) for Oily,","The user's history shows only a gel strip and hair clips, with no indication of skincare interest, making the moisturizer a poor match."
demoted,AE36LRYPZ5CH65WBMP2UUJZPTF5A,B08JTNQFZY,0,0.2,0.9333333333,0.1,0.7000000000000001,0.6000000000000001,0.30000000000000004,0.8,0.5,1,6,-5,GAINWELL,"The candidate item 'GAINWELL' has no description or category, making it impossible to assess relevance to the user's interest in fashion accessories and hair styling tools."
demoted,AE5MYIUHLA3BAMM2MFJXJQN6UPRQ,B09LWV3HH2,0,0.2,0.9333333333,0.1,0.7000000000000001,0.6000000000000001,0.30000000000000004,0.8,0.5,1,6,-5,"LuminaGlow Liquid Dual Eyeliner Waterproof Vegan Black Smudge Proof Cruelty-Free Paraben-Free, 0.02oz Description of the Issue - I need to change the title to be more descriptive.","The user's only interaction is with a skincare set, while the candidate is an eyeliner with no shared category or attributes, and the candidate's description is incomplete and confusing."
demoted,AEBWGXGGL3Q5DSTMUQSTVUJDWSMA,B08BY9P4HR,0,0.30000000000000004,0.8765880218000001,0.1,0.6000000000000001,0.5,0.30000000000000004,0.7000000000000001,0.5,1,6,-5,BFWood,"The candidate item 'BFWood' has no description or category, and the user's history shows beauty and personal care products, making a wood product unrelated and lacking evidence for recommendation."
demoted,AEHVZBMXQ2RGLZHD2P62VR7PVYOA,B08BY9P4HR,0,0.2,0.9333333333,0.1,0.7000000000000001,0.6000000000000001,0.30000000000000004,0.8,0.5,1,6,-5,BFWood,"The candidate item 'BFWood' has no description or category information, making it impossible to relate to the user's interest in reusable makeup remover pads."
demoted,AEXTOYGUTCBHZVBFXH5RUPHGFR3A,B085TFXLH1,0,0.30000000000000004,0.8765880218000001,0.1,0.6000000000000001,0.5,0.30000000000000004,0.7000000000000001,0.5,1,6,-5,Pine Gel Nail Polish Set 6 Colors Purple Blue Cat Eye Glitter Gel Polish 7.5 ml Soak Off UV LED Cure Home Salon Manicure,"The user's only interaction is with a skincare mask, while the candidate is nail polish, with no shared category or user preference data to bridge them."
demoted,AFERNUCGBR4EXOIEO436ESNJSU3Q,B08693F5FN,0,0.30000000000000004,0.8765880218000001,0.1,0.6000000000000001,0.5,0.30000000000000004,0.7000000000000001,0.5,1,6,-5,MUSE & Co Gel Strip 30 (MC-015),"The user interacted with a makeup brush set, but the candidate is a gel nail strip with no clear category overlap or user preference signal."
demoted,AFNUSOCUHIPGXTECVNEDPV32MVKA,B08KRT47KY,0,0.2,0.8765880218000001,0.1,0.6000000000000001,0.5,0.30000000000000004,0.7000000000000001,0.5,1,6,-5,"Movement of Hair Medium Round Brush 1.25"" Barrel 2x2 Alternating Nylon and Boar Flutes with Ceramic Tips - Smooths and Polishes, Medium Brush","The user's only interaction is a face moisturizer, which provides no clear evidence of interest in hair styling tools like a round brush."
demoted,AFQYXBBABARRUEJZSQDCZ2RMQJHA,B094N6SBL2,0,0.2,0.9333333333,0.1,0.7000000000000001,0.6000000000000001,0.30000000000000004,0.8,0.5,1,6,-5,Utrue 2PCS Rhinestone Headbands（random color）,"The user's only interaction is with a skincare cleanser, which has no clear thematic or functional connection to rhinestone headbands, and no user profile or purchase history is available."
monotonic_high_risk_demoted,AFOHSZOUYV4P3STMGY3ZVWEQAFQQ,B07N45YN6C,0,0.0,0.8765880218000001,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,2,6,-4,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&,"The candidate item has no title or description, making it impossible to assess relevance or quality."
monotonic_high_risk_demoted,AGNURT6BJA6DDBXSIIRHPN5AG5CA,B07N45YN6C,1,0.0,0.8765880218000001,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,2,6,-4,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&,"The candidate item has no title or description, making it impossible to assess relevance or quality."
