user_id,source_event_id,split_name,timestamp,positive_item_id,candidate_item_id,candidate_popularity_group,label,num_candidates,original_rank,rerank_variant,score_formula_variant,gate_topk,is_topk_band,relevance_score,uncertainty,effective_uncertainty,comparison_uncertainty,uncertainty_confidence,matched_uncertainty,event_uncertainty_coverage_rate,event_mean_uncertainty,coverage_weight,coverage_factor,gate_weight,gate_value,position_boost,risk_weight,u_core,u_nonlinear,protection_bonus,effective_lambda_penalty,final_score,uncertainty_source,lambda_penalty,lambda,tau,gamma,alpha,beta,delta,coverage_fallback_scale,eta,m_rel,m_unc,swap_a,swap_b,topk,raw_rank_confidence,rank_parse_success,rank_latency,raw_response,rerank_rank,local_swap_applied,local_swap_iterations,swap_gain
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B0815TNMTL,tail,0,6,1,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,1.0,0.0,0.0,0.0,1.0,True,1.0,0.055555555566666665,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.02,0.6666666666666666,1.02,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.6000000000000001,True,7.088116699999773,"{
  ""ranked_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""topk_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""confidence"": 0.6,
  ""reason"": ""Prioritized headwear and accessories as potential beauty or personal care complements to the serum.""
}",1,False,0,0.0
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B08532CNY7,mid,0,6,2,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.8333333333333334,0.1666666667,0.1666666667,0.1666666667,0.8333333333,True,1.0,0.055555555566666665,1.0,1.0,1.0,0.4965853037914095,1.1666666666666667,0.5793495210899778,0.0,0.0,0.013888888888333334,0.2896747605449889,0.8472222222216667,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.6000000000000001,True,7.088116699999773,"{
  ""ranked_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""topk_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""confidence"": 0.6,
  ""reason"": ""Prioritized headwear and accessories as potential beauty or personal care complements to the serum.""
}",2,False,0,0.0
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B00DT4757A,mid,1,6,3,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.6666666666666666,0.0,0.0,0.0,1.0,True,1.0,0.055555555566666665,1.0,1.0,1.0,0.2465969639416065,1.0,0.2465969639416065,0.0,0.0,0.013333333333333332,0.12329848197080324,0.6799999999999999,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.6000000000000001,True,7.088116699999773,"{
  ""ranked_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""topk_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""confidence"": 0.6,
  ""reason"": ""Prioritized headwear and accessories as potential beauty or personal care complements to the serum.""
}",3,False,0,0.0
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B08CXWTK1G,tail,0,6,4,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.5,0.0,0.0,0.0,1.0,True,1.0,0.055555555566666665,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.51,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.6000000000000001,True,7.088116699999773,"{
  ""ranked_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""topk_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""confidence"": 0.6,
  ""reason"": ""Prioritized headwear and accessories as potential beauty or personal care complements to the serum.""
}",4,False,0,0.0
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B08F4CGWBG,tail,0,6,5,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.3333333333333333,0.1666666667,0.1666666667,0.1666666667,0.8333333333,True,1.0,0.055555555566666665,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.005555555555333333,0.0,0.33888888888866664,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.6000000000000001,True,7.088116699999773,"{
  ""ranked_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""topk_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""confidence"": 0.6,
  ""reason"": ""Prioritized headwear and accessories as potential beauty or personal care complements to the serum.""
}",5,False,0,0.0
AE22XHMBOBJBXUFCTNYLFMD4UKMA,AE22XHMBOBJBXUFCTNYLFMD4UKMA::1471107037000,test,2016-08-13 16:50:37.000,B00DT4757A,B0876L7BWM,mid,0,6,6,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.16666666666666666,0.0,0.0,0.0,1.0,True,1.0,0.055555555566666665,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.003333333333333333,0.0,0.16999999999999998,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.6000000000000001,True,7.088116699999773,"{
  ""ranked_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""topk_item_ids"": [""B0815TNMTL"", ""B08532CNY7"", ""B00DT4757A"", ""B08CXWTK1G"", ""B08F4CGWBG"", ""B0876L7BWM""],
  ""confidence"": 0.6,
  ""reason"": ""Prioritized headwear and accessories as potential beauty or personal care complements to the serum.""
}",6,False,0,0.0
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B09DQV8MK7,tail,0,6,1,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,1.0,0.5833333333,0.5833333333,0.5833333333,0.4166666667,True,1.0,0.5008169934333334,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.23333333330000006,0.08620370367725931,0.008333333334,0.6666666666666666,0.9508641975491604,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.8,True,6.056541599999946,"{
  ""ranked_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""topk_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""confidence"": 0.8,
  ""reason"": ""Ranking prioritizes skincare and makeup items aligning with the user's history of facial care and beauty products.""
}",1,False,0,0.0
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B092Z6B3GR,tail,0,6,2,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.8333333333333334,0.5833333333,0.5833333333,0.5833333333,0.4166666667,True,1.0,0.5008169934333334,1.0,1.0,1.0,0.4965853037914095,1.1666666666666667,0.5793495210899778,0.23333333330000006,0.08620370367725931,0.006944444445,0.2896747605449889,0.815306740557532,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.8,True,6.056541599999946,"{
  ""ranked_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""topk_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""confidence"": 0.8,
  ""reason"": ""Ranking prioritizes skincare and makeup items aligning with the user's history of facial care and beauty products.""
}",2,False,0,0.0
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B00ZPQB9RW,tail,0,6,3,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.6666666666666666,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.6666666667000001,True,1.0,0.5008169934333334,1.0,1.0,1.0,0.2465969639416065,1.0,0.2465969639416065,0.0,0.0,0.008888888889333332,0.12329848197080324,0.675555555556,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.8,True,6.056541599999946,"{
  ""ranked_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""topk_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""confidence"": 0.8,
  ""reason"": ""Ranking prioritizes skincare and makeup items aligning with the user's history of facial care and beauty products.""
}",3,False,0,0.0
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ::1654823410648,test,2022-06-10 01:10:10.648,B09XF4WD3V,B09KT4RJG6,tail,0,6,4,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.5,0.5882352941,0.5882352941,0.5882352941,0.4117647059,True,1.0,0.5008169934333334,1.0,1.0,1.0,0.0,1.0,0.0,0.2382352941,0.0901419702685669,0.0041176470590000005,0.0,0.504117647059,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.8,True,6.056541599999946,"{
  ""ranked_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""topk_item_ids"": [""B09DQV8MK7"", ""B092Z6B3GR"", ""B00ZPQB9RW"", ""B09KT4RJG6"", ""B09NKFQL53"", ""B09XF4WD3V""],
  ""confidence"": 0.8,
  ""reason"": ""Ranking prioritizes skincare and makeup items aligning with the user's history of facial care and beauty products.""
}",4,False,0,0.0
