user_id,source_event_id,split_name,timestamp,positive_item_id,candidate_item_id,candidate_popularity_group,label,num_candidates,original_rank,rerank_variant,score_formula_variant,gate_topk,is_topk_band,relevance_score,uncertainty,effective_uncertainty,comparison_uncertainty,uncertainty_confidence,matched_uncertainty,event_uncertainty_coverage_rate,event_mean_uncertainty,coverage_weight,coverage_factor,gate_weight,gate_value,position_boost,risk_weight,u_core,u_nonlinear,protection_bonus,effective_lambda_penalty,final_score,uncertainty_source,lambda_penalty,lambda,tau,gamma,alpha,beta,delta,coverage_fallback_scale,eta,m_rel,m_unc,swap_a,swap_b,topk,raw_rank_confidence,rank_parse_success,rank_latency,raw_response,rerank_rank,local_swap_applied,local_swap_iterations,swap_gain
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B003F3NEBG,mid,0,6,1,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,1.0,0.2804072918776666,0.2804072918776666,0.1402036459388333,,False,0.0,0.2804072918776666,1.0,0.5,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.007195927081223335,0.3333333333333333,1.0071959270812234,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.667326399998273,"{""ranked_item_ids"": [""B003F3NEBG"", ""B00GHP8SS8"", ""B00KXSS326"", ""B002NWOI0G"", ""B008M7JODC"", ""B00N1QFRV2""]}",1,False,0,0.0
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B00GHP8SS8,tail,0,6,2,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.8333333333333334,0.2804072918776666,0.2804072918776666,0.1402036459388333,,False,0.0,0.2804072918776666,1.0,0.5,1.0,0.4965853037914095,1.1666666666666667,0.2896747605449889,0.0,0.0,0.005996605901019445,0.14483738027249446,0.8393299392343528,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.667326399998273,"{""ranked_item_ids"": [""B003F3NEBG"", ""B00GHP8SS8"", ""B00KXSS326"", ""B002NWOI0G"", ""B008M7JODC"", ""B00N1QFRV2""]}",2,False,0,0.0
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B00KXSS326,head,1,6,3,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.6666666666666666,0.2804072918776666,0.2804072918776666,0.1402036459388333,,False,0.0,0.2804072918776666,1.0,0.5,1.0,0.2465969639416065,1.0,0.12329848197080324,0.0,0.0,0.004797284720815556,0.06164924098540162,0.6714639513874822,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.667326399998273,"{""ranked_item_ids"": [""B003F3NEBG"", ""B00GHP8SS8"", ""B00KXSS326"", ""B002NWOI0G"", ""B008M7JODC"", ""B00N1QFRV2""]}",3,False,0,0.0
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B002NWOI0G,mid,0,6,4,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.5,0.2804072918776666,0.2804072918776666,0.1402036459388333,,False,0.0,0.2804072918776666,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0035979635406116674,0.0,0.5035979635406117,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.667326399998273,"{""ranked_item_ids"": [""B003F3NEBG"", ""B00GHP8SS8"", ""B00KXSS326"", ""B002NWOI0G"", ""B008M7JODC"", ""B00N1QFRV2""]}",4,False,0,0.0
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B008M7JODC,mid,0,6,5,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.3333333333333333,0.2804072918776666,0.2804072918776666,0.1402036459388333,,False,0.0,0.2804072918776666,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.002398642360407778,0.0,0.3357319756937411,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.667326399998273,"{""ranked_item_ids"": [""B003F3NEBG"", ""B00GHP8SS8"", ""B00KXSS326"", ""B002NWOI0G"", ""B008M7JODC"", ""B00N1QFRV2""]}",5,False,0,0.0
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B00N1QFRV2,tail,0,6,6,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.16666666666666666,0.2804072918776666,0.2804072918776666,0.1402036459388333,,False,0.0,0.2804072918776666,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.001199321180203889,0.0,0.16786598784687054,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.667326399998273,"{""ranked_item_ids"": [""B003F3NEBG"", ""B00GHP8SS8"", ""B00KXSS326"", ""B002NWOI0G"", ""B008M7JODC"", ""B00N1QFRV2""]}",6,False,0,0.0
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B000FGG738,head,0,6,1,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,1.0,0.3056633049,0.3056633049,0.3056633049,0.6943366951000001,True,1.0,0.3056633049,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.013886733902,0.6666666666666666,1.013886733902,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.399234799995611,"{""ranked_item_ids"": [""B000FGG738"", ""B00009PJT0"", ""B007PKSN0C"", ""B0080LMGTE"", ""B0172TSNO6"", ""B00XZH5FXC""]}",1,False,0,0.0
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B00009PJT0,head,0,6,2,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.8333333333333334,0.3056633049,0.3056633049,0.3056633049,0.6943366951000001,True,1.0,0.3056633049,1.0,1.0,1.0,0.4965853037914095,1.1666666666666667,0.5793495210899778,0.0,0.0,0.011572278251666668,0.2896747605449889,0.844905611585,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.399234799995611,"{""ranked_item_ids"": [""B000FGG738"", ""B00009PJT0"", ""B007PKSN0C"", ""B0080LMGTE"", ""B0172TSNO6"", ""B00XZH5FXC""]}",2,False,0,0.0
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B007PKSN0C,mid,1,6,3,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.6666666666666666,0.3056633049,0.3056633049,0.3056633049,0.6943366951000001,True,1.0,0.3056633049,1.0,1.0,1.0,0.2465969639416065,1.0,0.2465969639416065,0.0,0.0,0.009257822601333334,0.12329848197080324,0.675924489268,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.399234799995611,"{""ranked_item_ids"": [""B000FGG738"", ""B00009PJT0"", ""B007PKSN0C"", ""B0080LMGTE"", ""B0172TSNO6"", ""B00XZH5FXC""]}",3,False,0,0.0
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B0080LMGTE,mid,0,6,4,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.5,0.3056633049,0.3056633049,0.3056633049,0.6943366951000001,True,1.0,0.3056633049,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.006943366951,0.0,0.506943366951,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.399234799995611,"{""ranked_item_ids"": [""B000FGG738"", ""B00009PJT0"", ""B007PKSN0C"", ""B0080LMGTE"", ""B0172TSNO6"", ""B00XZH5FXC""]}",4,False,0,0.0
