user_id,source_event_id,split_name,timestamp,positive_item_id,candidate_item_id,candidate_title,candidate_popularity_group,label,num_candidates,base_rank,base_relevance,wins,losses,comparisons,comparison_weight_sum,pairwise_score,prior_score,final_score,uncertainty,uncertainty_confidence,matched_uncertainty,aggregation_variant,prior_weight,loss_weight,score_scale,pairwise_pair_count,pairwise_pair_coverage_rate,pairwise_supported_candidate_fraction,pairwise_avg_reliability_weight,pairwise_parse_success_rate,pairwise_accuracy,event_uncertainty_coverage_rate,uncertainty_source,pairwise_rank
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B00GHP8SS8,Pride and Prejudice,tail,0,6,2,0.8333333333333334,0.7195927081223334,0.0,1,0.7195927081223334,0.7195927081223334,0.16666666666666669,0.8862593747890002,0.2804072918776666,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.7195927081223334,1.0,0.0,0.0,pointwise_calibrated,1
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B003F3NEBG,,mid,0,6,1,1.0,0.0,0.0,0,0.0,0.0,0.2,0.2,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.7195927081223334,1.0,0.0,0.0,pointwise_calibrated,2
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B002NWOI0G,,mid,0,6,4,0.5,0.0,0.0,0,0.0,0.0,0.1,0.1,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.7195927081223334,1.0,0.0,0.0,pointwise_calibrated,3
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B008M7JODC,,mid,0,6,5,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.06666666666666667,0.06666666666666667,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.7195927081223334,1.0,0.0,0.0,pointwise_calibrated,4
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B00N1QFRV2,,tail,0,6,6,0.16666666666666666,0.0,0.0,0,0.0,0.0,0.03333333333333333,0.03333333333333333,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.7195927081223334,1.0,0.0,0.0,pointwise_calibrated,5
AE23WJKX6B3VKDODOHNNEIUU6KCQ,AE23WJKX6B3VKDODOHNNEIUU6KCQ::1612456816810000000,test,2021-02-04 16:40:16.810,B00KXSS326,B00KXSS326,Due South: The Complete Series,head,1,6,3,0.6666666666666666,0.0,0.7195927081223334,1,0.7195927081223334,-0.7195927081223334,0.13333333333333333,-0.5862593747890001,0.2804072918776666,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.7195927081223334,1.0,0.0,0.0,pointwise_calibrated,6
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B000FGG738,John Fogerty: The Long Road Home in Concert,head,0,6,1,1.0,0.6943366951000001,0.0,1,0.6943366951000001,0.6943366951000001,0.2,0.8943366951,0.3056633049,0.6943366951000001,True,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.6943366951000001,1.0,0.0,1.0,pointwise_calibrated,1
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B00009PJT0,Rocky & Bullwinkle Season 1,head,0,6,2,0.8333333333333334,0.0,0.0,0,0.0,0.0,0.16666666666666669,0.16666666666666669,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.6943366951000001,1.0,0.0,1.0,pointwise_calibrated,2
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B0080LMGTE,,mid,0,6,4,0.5,0.0,0.0,0,0.0,0.0,0.1,0.1,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.6943366951000001,1.0,0.0,1.0,pointwise_calibrated,3
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B0172TSNO6,Civilization: The West and the Rest with Niall Ferguson,tail,0,6,5,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.06666666666666667,0.06666666666666667,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.6943366951000001,1.0,0.0,1.0,pointwise_calibrated,4
AE26WE7NX7WR6EA6TGXKENGF7KRA,AE26WE7NX7WR6EA6TGXKENGF7KRA::1370042082000000000,test,2013-05-31 23:14:42.000,B007PKSN0C,B00XZH5FXC,,tail,0,6,6,0.16666666666666666,0.0,0.0,0,0.0,0.0,0.03333333333333333,0.03333333333333333,,,False,weighted_win_count,0.2,1.0,1.0,1,0.06666666666666667,0.3333333333333333,0.6943366951000001,1.0,0.0,1.0,pointwise_calibrated,5
