user_id,source_event_id,split_name,timestamp,positive_item_id,candidate_item_id,candidate_popularity_group,label,num_candidates,original_rank,rerank_variant,score_formula_variant,gate_topk,is_topk_band,relevance_score,uncertainty,effective_uncertainty,comparison_uncertainty,uncertainty_confidence,matched_uncertainty,event_uncertainty_coverage_rate,event_mean_uncertainty,coverage_weight,coverage_factor,gate_weight,gate_value,position_boost,risk_weight,u_core,u_nonlinear,protection_bonus,effective_lambda_penalty,final_score,uncertainty_source,lambda_penalty,lambda,tau,gamma,alpha,beta,delta,coverage_fallback_scale,eta,m_rel,m_unc,swap_a,swap_b,topk,raw_rank_confidence,rank_parse_success,rank_latency,raw_response,rerank_rank,local_swap_applied,local_swap_iterations,swap_gain
AE24TNRUVMRDO4MV3TV2HV45OUJA,AE24TNRUVMRDO4MV3TV2HV45OUJA::1642632901120000000,test,2022-01-19 22:55:01.120,0063076098,0063076098,tail,1,6,1,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,1.0,0.15461205946666667,0.15461205946666667,0.07730602973333334,,False,0.0,0.15461205946666667,1.0,0.5,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.008453879405333334,0.3333333333333333,1.0084538794053333,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.179755299999669,"{""ranked_item_ids"": [""0063076098"", ""1513800272"", ""1479197009"", ""0374185727"", ""014144102X"", ""1728214092""]}",1,False,0,0.0
AE24TNRUVMRDO4MV3TV2HV45OUJA,AE24TNRUVMRDO4MV3TV2HV45OUJA::1642632901120000000,test,2022-01-19 22:55:01.120,0063076098,1513800272,mid,0,6,2,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.8333333333333334,0.15461205946666667,0.15461205946666667,0.07730602973333334,,False,0.0,0.15461205946666667,1.0,0.5,1.0,0.4965853037914095,1.1666666666666667,0.2896747605449889,0.0,0.0,0.007044899504444444,0.14483738027249446,0.8403782328377778,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.179755299999669,"{""ranked_item_ids"": [""0063076098"", ""1513800272"", ""1479197009"", ""0374185727"", ""014144102X"", ""1728214092""]}",2,False,0,0.0
AE24TNRUVMRDO4MV3TV2HV45OUJA,AE24TNRUVMRDO4MV3TV2HV45OUJA::1642632901120000000,test,2022-01-19 22:55:01.120,0063076098,1479197009,mid,0,6,3,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.6666666666666666,0.15461205946666667,0.15461205946666667,0.07730602973333334,,False,0.0,0.15461205946666667,1.0,0.5,1.0,0.2465969639416065,1.0,0.12329848197080324,0.0,0.0,0.005635919603555555,0.06164924098540162,0.6723025862702222,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.179755299999669,"{""ranked_item_ids"": [""0063076098"", ""1513800272"", ""1479197009"", ""0374185727"", ""014144102X"", ""1728214092""]}",3,False,0,0.0
AE24TNRUVMRDO4MV3TV2HV45OUJA,AE24TNRUVMRDO4MV3TV2HV45OUJA::1642632901120000000,test,2022-01-19 22:55:01.120,0063076098,0374185727,tail,0,6,4,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.5,0.15461205946666667,0.15461205946666667,0.07730602973333334,,False,0.0,0.15461205946666667,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.004226939702666667,0.0,0.5042269397026666,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.179755299999669,"{""ranked_item_ids"": [""0063076098"", ""1513800272"", ""1479197009"", ""0374185727"", ""014144102X"", ""1728214092""]}",4,False,0,0.0
AE24TNRUVMRDO4MV3TV2HV45OUJA,AE24TNRUVMRDO4MV3TV2HV45OUJA::1642632901120000000,test,2022-01-19 22:55:01.120,0063076098,014144102X,tail,0,6,5,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.3333333333333333,0.15461205946666667,0.15461205946666667,0.07730602973333334,,False,0.0,0.15461205946666667,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0028179598017777775,0.0,0.3361512931351111,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.179755299999669,"{""ranked_item_ids"": [""0063076098"", ""1513800272"", ""1479197009"", ""0374185727"", ""014144102X"", ""1728214092""]}",5,False,0,0.0
AE24TNRUVMRDO4MV3TV2HV45OUJA,AE24TNRUVMRDO4MV3TV2HV45OUJA::1642632901120000000,test,2022-01-19 22:55:01.120,0063076098,1728214092,mid,0,6,6,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.16666666666666666,0.15461205946666667,0.15461205946666667,0.07730602973333334,,False,0.0,0.15461205946666667,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0014089799008888888,0.0,0.16807564656755555,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.179755299999669,"{""ranked_item_ids"": [""0063076098"", ""1513800272"", ""1479197009"", ""0374185727"", ""014144102X"", ""1728214092""]}",6,False,0,0.0
AE2EQO56YQFWI4O773ECXBZWUC5A,AE2EQO56YQFWI4O773ECXBZWUC5A::1466184375000000000,test,2016-06-17 17:26:15.000,B00AWE09Z0,0316349933,tail,0,6,1,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,1.0,0.2492211838,0.2492211838,0.2492211838,0.7507788162,True,1.0,0.15967106916666668,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.015015576324,0.6666666666666666,1.015015576324,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.134236500001861,"{""ranked_item_ids"": [""0316349933"", ""B00FO5YFUW"", ""1477690727"", ""038534645X"", ""0152019383"", ""B00AWE09Z0""]}",1,False,0,0.0
AE2EQO56YQFWI4O773ECXBZWUC5A,AE2EQO56YQFWI4O773ECXBZWUC5A::1466184375000000000,test,2016-06-17 17:26:15.000,B00AWE09Z0,B00FO5YFUW,head,0,6,2,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.8333333333333334,0.2492211838,0.2492211838,0.2492211838,0.7507788162,True,1.0,0.15967106916666668,1.0,1.0,1.0,0.4965853037914095,1.1666666666666667,0.5793495210899778,0.0,0.0,0.01251298027,0.2896747605449889,0.8458463136033334,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.134236500001861,"{""ranked_item_ids"": [""0316349933"", ""B00FO5YFUW"", ""1477690727"", ""038534645X"", ""0152019383"", ""B00AWE09Z0""]}",2,False,0,0.0
AE2EQO56YQFWI4O773ECXBZWUC5A,AE2EQO56YQFWI4O773ECXBZWUC5A::1466184375000000000,test,2016-06-17 17:26:15.000,B00AWE09Z0,1477690727,mid,0,6,3,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,True,0.6666666666666666,0.2492211838,0.2492211838,0.2492211838,0.7507788162,True,1.0,0.15967106916666668,1.0,1.0,1.0,0.2465969639416065,1.0,0.2465969639416065,0.0,0.0,0.010010384216,0.12329848197080324,0.6766770508826666,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.134236500001861,"{""ranked_item_ids"": [""0316349933"", ""B00FO5YFUW"", ""1477690727"", ""038534645X"", ""0152019383"", ""B00AWE09Z0""]}",3,False,0,0.0
AE2EQO56YQFWI4O773ECXBZWUC5A,AE2EQO56YQFWI4O773ECXBZWUC5A::1466184375000000000,test,2016-06-17 17:26:15.000,B00AWE09Z0,038534645X,tail,0,6,4,nonlinear_structured_risk_rerank,nonlinear_structured_risk_rerank,3,False,0.5,0.0732265446,0.0732265446,0.0732265446,0.9267734554,True,1.0,0.15967106916666668,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.009267734554,0.0,0.509267734554,pointwise_calibrated,0.5,0.5,0.35,2.0,1.0,0.7,0.5,0.5,0.02,0.05,0.15,1.5,1.0,10,0.0,True,3.134236500001861,"{""ranked_item_ids"": [""0316349933"", ""B00FO5YFUW"", ""1477690727"", ""038534645X"", ""0152019383"", ""B00AWE09Z0""]}",4,False,0,0.0
